dataset,unit,option
git,diff-index,--dirstat-by-file
git,diff-index,--dst-prefix
git,diff-index,--exit-code
git,diff-index,--ext-diff
git,diff-index,--find-copies
git,diff-index,--find-copies-harder
git,diff-index,--find-object
git,diff-index,--find-renames
git,diff-index,--follow
git,diff-index,--full-index
git,diff-index,--function-context
git,diff-index,-G
git,diff-index,--histogram
git,diff-index,-I
git,diff-index,--ignore-all-space
git,diff-index,--ignore-blank-lines
git,diff-index,--ignore-cr-at-eol
git,diff-index,--ignore-matching-lines
git,diff-index,--ignore-space-at-eol
git,diff-index,--ignore-space-change
git,diff-index,--ignore-submodules
git,diff-index,--indent-heuristic
git,diff-index,--inter-hunk-context
git,diff-index,--irreversible-delete
git,diff-index,--ita-invisible-in-index
git,diff-index,--ita-visible-in-index
git,diff-index,-l
git,diff-index,--line-prefix
git,diff-index,-m
git,diff-index,-M
git,diff-index,--max-depth
git,diff-index,--merge-base
git,diff-index,--minimal
git,diff-index,--name-only
git,diff-index,--name-status
git,diff-index,--no-abbrev
git,diff-index,--no-color
git,diff-index,--no-color-moved
git,diff-index,--no-color-moved-ws
git,diff-index,--no-compact-summary
git,diff-index,--no-exit-code
git,diff-index,--no-ext-diff
git,diff-index,--no-find-copies-harder
git,diff-index,--no-follow
git,diff-index,--no-full-index
git,diff-index,--no-function-context
git,diff-index,--no-ignore-matching-lines
git,diff-index,--no-indent-heuristic
git,diff-index,--no-patch
git,diff-index,--no-prefix
git,diff-index,--no-quiet
git,diff-index,--no-relative
git,diff-index,--no-rename-empty
git,diff-index,--no-renames
git,diff-index,--no-text
git,diff-index,--no-textconv
git,diff-index,--numstat
git,diff-index,-O
git,diff-index,--output
git,diff-index,--output-indicator-context
git,diff-index,--output-indicator-new
git,diff-index,--output-indicator-old
git,diff-index,-p
git,diff-index,--patch
git,diff-index,--patch-with-raw
git,diff-index,--patch-with-stat
git,diff-index,--patience
git,diff-index,--pickaxe-all
git,diff-index,--pickaxe-regex
git,diff-index,--quiet
git,diff-index,-R
git,diff-index,--raw
git,diff-index,--relative
git,diff-index,--rename-empty
git,diff-index,--rotate-to
git,diff-index,-s
git,diff-index,-S
git,diff-index,--shortstat
git,diff-index,--skip-to
git,diff-index,--src-prefix
git,diff-index,--stat
git,diff-index,--stat-count
git,diff-index,--stat-graph-width
git,diff-index,--stat-name-width
git,diff-index,--stat-width
git,diff-index,--submodule
git,diff-index,--summary
git,diff-index,--text
git,diff-index,--textconv
git,diff-index,-u
git,diff-index,-U
git,diff-index,--unified
git,diff-index,-w
git,diff-index,-W
git,diff-index,--word-diff
git,diff-index,--word-diff-regex
git,diff-index,--ws-error-highlight
git,diff-index,-X
git,diff-index,-z
git,diff-pairs,--
git,diff-pairs,-a
git,diff-pairs,--abbrev
git,diff-pairs,--anchored
git,diff-pairs,-b
git,diff-pairs,-B
git,diff-pairs,--binary
git,diff-pairs,--break-rewrites
git,diff-pairs,-C
git,diff-pairs,--check
git,diff-pairs,--color
git,diff-pairs,--color-moved
git,diff-pairs,--color-moved-ws
git,diff-pairs,--color-words
git,diff-pairs,--compact-summary
git,diff-pairs,--cumulative
git,diff-pairs,-D
git,diff-pairs,--default-prefix
git,diff-pairs,--diff-algorithm
git,diff-pairs,--diff-filter
git,diff-pairs,--dirstat
git,diff-pairs,--dirstat-by-file
git,diff-pairs,--dst-prefix
git,diff-pairs,--exit-code
git,diff-pairs,--ext-diff
git,diff-pairs,--find-copies
git,diff-pairs,--find-copies-harder
git,diff-pairs,--find-object
git,diff-pairs,--find-renames
git,diff-pairs,--follow
git,diff-pairs,--full-index
git,diff-pairs,--function-context
git,diff-pairs,-G
git,diff-pairs,--histogram
git,diff-pairs,-I
git,diff-pairs,--ignore-all-space
git,diff-pairs,--ignore-blank-lines
git,diff-pairs,--ignore-cr-at-eol
git,diff-pairs,--ignore-matching-lines
git,diff-pairs,--ignore-space-at-eol
git,diff-pairs,--ignore-space-change
git,diff-pairs,--ignore-submodules
git,diff-pairs,--indent-heuristic
git,diff-pairs,--inter-hunk-context
git,diff-pairs,--irreversible-delete
git,diff-pairs,--ita-invisible-in-index
git,diff-pairs,--ita-visible-in-index
git,diff-pairs,-l
git,diff-pairs,--line-prefix
git,diff-pairs,-M
git,diff-pairs,--max-depth
git,diff-pairs,--minimal
git,diff-pairs,-N
git,diff-pairs,--name-only
git,diff-pairs,--name-status
git,diff-pairs,--no-abbrev
git,diff-pairs,--no-color
git,diff-pairs,--no-color-moved
git,diff-pairs,--no-color-moved-ws
git,diff-pairs,--no-compact-summary
git,diff-pairs,--no-exit-code
git,diff-pairs,--no-ext-diff
git,diff-pairs,--no-find-copies-harder
git,diff-pairs,--no-follow
git,diff-pairs,--no-full-index
git,diff-pairs,--no-function-context
git,diff-pairs,--no-ignore-matching-lines
git,diff-pairs,--no-indent-heuristic
git,diff-pairs,--no-patch
git,diff-pairs,--no-prefix
git,diff-pairs,--no-quiet
git,diff-pairs,--no-relative
git,diff-pairs,--no-rename-empty
git,diff-pairs,--no-renames
git,diff-pairs,--no-text
git,diff-pairs,--no-textconv
git,diff-pairs,--numstat
git,diff-pairs,-O
git,diff-pairs,--output
git,diff-pairs,--output-indicator-context
git,diff-pairs,--output-indicator-new
git,diff-pairs,--output-indicator-old
git,diff-pairs,-p
git,diff-pairs,--patch
git,diff-pairs,--patch-with-raw
git,diff-pairs,--patch-with-stat
git,diff-pairs,--patience
git,diff-pairs,--pickaxe-all
git,diff-pairs,--pickaxe-regex
git,diff-pairs,--quiet
git,diff-pairs,-R
git,diff-pairs,--raw
git,diff-pairs,--relative
git,diff-pairs,--rename-empty
git,diff-pairs,--rotate-to
git,diff-pairs,-s
git,diff-pairs,-S
git,diff-pairs,--shortstat
git,diff-pairs,--skip-to
git,diff-pairs,--src-prefix
git,diff-pairs,--stat
git,diff-pairs,--stat-count
git,diff-pairs,--stat-graph-width
git,diff-pairs,--stat-name-width
git,diff-pairs,--stat-width
git,diff-pairs,--submodule
git,diff-pairs,--summary
git,diff-pairs,--text
git,diff-pairs,--textconv
git,diff-pairs,-u
git,diff-pairs,-U
git,diff-pairs,--unified
git,diff-pairs,-w
git,diff-pairs,-W
git,diff-pairs,--word-diff
git,diff-pairs,--word-diff-regex
git,diff-pairs,--ws-error-highlight
git,diff-pairs,-X
git,diff-pairs,-z
git,difftool--helper,--tool-help
git,difftool,--
git,difftool,-d
git,difftool,--dir-diff
git,difftool,--extcmd
git,difftool,-g
git,difftool,--gui
git,difftool,--index
git,difftool,--no-dir-diff
git,difftool,--no-extcmd
git,difftool,--no-gui
git,difftool,--no-index
git,difftool,--no-prompt
git,difftool,--no-symlinks
git,difftool,--no-tool
git,difftool,--no-tool-help
git,difftool,--no-trust-exit-code
git,difftool,--prompt
git,difftool,--rotate-to
git,difftool,--skip-to
git,difftool,--symlinks
git,difftool,-t
git,difftool,--tool
git,difftool,--tool-help
git,difftool,--trust-exit-code
git,difftool,-x
git,difftool,-y
git,diff-tree,--
git,diff-tree,-a
git,diff-tree,--abbrev
git,diff-tree,--abbrev-commit
git,diff-tree,--always
git,diff-tree,--anchored
git,diff-tree,-b
git,diff-tree,-B
git,diff-tree,--binary
git,diff-tree,--break-rewrites
git,diff-tree,-c
git,diff-tree,-C
git,diff-tree,--cc
git,diff-tree,--check
git,diff-tree,--color
git,diff-tree,--color-moved
git,diff-tree,--color-moved-ws
git,diff-tree,--color-words
git,diff-tree,--combined-all-paths
git,diff-tree,--compact-summary
git,diff-tree,--cumulative
git,diff-tree,-D
git,diff-tree,--default-prefix
git,diff-tree,--diff-algorithm
git,diff-tree,--diff-filter
git,diff-tree,--dirstat
git,diff-tree,--dirstat-by-file
git,diff-tree,--dst-prefix
git,diff-tree,--encoding
git,diff-tree,--exit-code
git,diff-tree,--expand-tabs
git,diff-tree,--ext-diff
git,diff-tree,--find-copies
git,diff-tree,--find-copies-harder
git,diff-tree,--find-object
git,diff-tree,--find-renames
git,diff-tree,--follow
git,diff-tree,--format
git,diff-tree,--full-index
git,diff-tree,--function-context
git,diff-tree,-G
git,diff-tree,--histogram
git,diff-tree,-I
git,diff-tree,--ignore-all-space
git,diff-tree,--ignore-blank-lines
git,diff-tree,--ignore-cr-at-eol
git,diff-tree,--ignore-matching-lines
git,diff-tree,--ignore-space-at-eol
git,diff-tree,--ignore-space-change
git,diff-tree,--ignore-submodules
git,diff-tree,--indent-heuristic
git,diff-tree,--inter-hunk-context
git,diff-tree,--irreversible-delete
git,diff-tree,--ita-invisible-in-index
git,diff-tree,--ita-visible-in-index
git,diff-tree,-l
git,diff-tree,--line-prefix
git,diff-tree,-m
git,diff-tree,-M
git,diff-tree,--max-depth
git,diff-tree,--merge-base
git,diff-tree,--minimal
git,diff-tree,--name-only
git,diff-tree,--name-status
git,diff-tree,--no-abbrev
git,diff-tree,--no-abbrev-commit
git,diff-tree,--no-color
git,diff-tree,--no-color-moved
git,diff-tree,--no-color-moved-ws
git,diff-tree,--no-commit-id
git,diff-tree,--no-compact-summary
git,diff-tree,--no-exit-code
git,diff-tree,--no-expand-tabs
git,diff-tree,--no-ext-diff
git,diff-tree,--no-find-copies-harder
git,diff-tree,--no-follow
git,diff-tree,--no-full-index
git,diff-tree,--no-function-context
git,diff-tree,--no-ignore-matching-lines
git,diff-tree,--no-indent-heuristic
git,diff-tree,--no-notes
git,diff-tree,--no-patch
git,diff-tree,--no-prefix
git,diff-tree,--no-quiet
git,diff-tree,--no-relative
git,diff-tree,--no-rename-empty
git,diff-tree,--no-renames
git,diff-tree,--no-standard-notes
git,diff-tree,--notes
git,diff-tree,--no-text
git,diff-tree,--no-textconv
git,diff-tree,--numstat
git,diff-tree,-O
git,diff-tree,--oneline
git,diff-tree,--output
git,diff-tree,--output-indicator-context
git,diff-tree,--output-indicator-new
git,diff-tree,--output-indicator-old
git,diff-tree,-p
git,diff-tree,--patch
git,diff-tree,--patch-with-raw
git,diff-tree,--patch-with-stat
git,diff-tree,--patience
git,diff-tree,--pickaxe-all
git,diff-tree,--pickaxe-regex
git,diff-tree,--pretty
git,diff-tree,--quiet
git,diff-tree,-r
git,diff-tree,-R
git,diff-tree,--raw
git,diff-tree,--relative
git,diff-tree,--rename-empty
git,diff-tree,--root
git,diff-tree,--rotate-to
git,diff-tree,-s
git,diff-tree,-S
git,diff-tree,--shortstat
git,diff-tree,--show-notes
git,diff-tree,--show-notes-by-default
git,diff-tree,--show-signature
git,diff-tree,--skip-to
git,diff-tree,--src-prefix
git,diff-tree,--standard-notes
git,diff-tree,--stat
git,diff-tree,--stat-count
git,diff-tree,--stat-graph-width
git,diff-tree,--stat-name-width
git,diff-tree,--stat-width
git,diff-tree,--stdin
git,diff-tree,--submodule
git,diff-tree,--summary
git,diff-tree,-t
git,diff-tree,--text
git,diff-tree,--textconv
git,diff-tree,-u
git,diff-tree,-U
git,diff-tree,--unified
git,diff-tree,-v
git,diff-tree,-w
git,diff-tree,-W
git,diff-tree,--word-diff
git,diff-tree,--word-diff-regex
git,diff-tree,--ws-error-highlight
git,diff-tree,-X
git,diff-tree,-z
git,diff,--
git,diff,-0
git,diff,-1
git,diff,-2
git,diff,-3
git,diff,-a
git,diff,--abbrev
git,diff,--anchored
git,diff,-b
git,diff,-B
git,diff,--base
git,diff,--binary
git,diff,--break-rewrites
git,diff,-C
git,diff,--cached
git,diff,--check
git,diff,--color
git,diff,--color-moved
git,diff,--color-moved-ws
git,diff,--color-words
git,diff,--compact-summary
git,diff,--cumulative
git,diff,-D
git,diff,--default-prefix
git,diff,--diff-algorithm
git,diff,--diff-filter
git,diff,--dirstat
git,diff,--dirstat-by-file
git,diff,--dst-prefix
git,diff,--exit-code
git,diff,--ext-diff
git,diff,--find-copies
git,diff,--find-copies-harder
git,diff,--find-object
git,diff,--find-renames
git,diff,--follow
git,diff,--full-index
git,diff,--function-context
git,diff,-G
git,diff,--histogram
git,diff,-I
git,diff,--ignore-all-space
git,diff,--ignore-blank-lines
git,diff,--ignore-cr-at-eol
git,diff,--ignore-matching-lines
git,diff,--ignore-space-at-eol
git,diff,--ignore-space-change
git,diff,--ignore-submodules
git,diff,--indent-heuristic
git,diff,--inter-hunk-context
git,diff,--irreversible-delete
git,diff,--ita-invisible-in-index
git,diff,--ita-visible-in-index
git,diff,-l
git,diff,--line-prefix
git,diff,-M
git,diff,--max-depth
git,diff,--merge-base
git,diff,--minimal
git,diff,--name-only
git,diff,--name-status
git,diff,--no-abbrev
git,diff,--no-color
git,diff,--no-color-moved
git,diff,--no-color-moved-ws
git,diff,--no-compact-summary
git,diff,--no-exit-code
git,diff,--no-ext-diff
git,diff,--no-find-copies-harder
git,diff,--no-follow
git,diff,--no-full-index
git,diff,--no-function-context
git,diff,--no-ignore-matching-lines
git,diff,--no-indent-heuristic
git,diff,--no-index
git,diff,--no-patch
git,diff,--no-prefix
git,diff,--no-quiet
git,diff,--no-relative
git,diff,--no-rename-empty
git,diff,--no-renames
git,diff,--no-text
git,diff,--no-textconv
git,diff,--numstat
git,diff,-O
git,diff,--ours
git,diff,--output
git,diff,--output-indicator-context
git,diff,--output-indicator-new
git,diff,--output-indicator-old
git,diff,-p
git,diff,--patch
git,diff,--patch-with-raw
git,diff,--patch-with-stat
git,diff,--patience
git,diff,--pickaxe-all
git,diff,--pickaxe-regex
git,diff,--quiet
git,diff,-R
git,diff,--raw
git,diff,--relative
git,diff,--rename-empty
git,diff,--rotate-to
git,diff,-s
git,diff,-S
git,diff,--shortstat
git,diff,--skip-to
git,diff,--src-prefix
git,diff,--staged
git,diff,--stat
git,diff,--stat-count
git,diff,--stat-graph-width
git,diff,--stat-name-width
git,diff,--stat-width
git,diff,--submodule
git,diff,--summary
git,diff,--text
git,diff,--textconv
git,diff,--theirs
git,diff,-u
git,diff,-U
git,diff,--unified
git,diff,-w
git,diff,-W
git,diff,--word-diff
git,diff,--word-diff-regex
git,diff,--ws-error-highlight
git,diff,-X
git,diff,-z
git,fast-export,--
git,fast-export,--anonymize
git,fast-export,--anonymize-map
git,fast-export,-C
git,fast-export,--data
git,fast-export,--export-marks
git,fast-export,--fake-missing-tagger
git,fast-export,--full-tree
git,fast-export,--import-marks
git,fast-export,--import-marks-if-exists
git,fast-export,-M
git,fast-export,--mark-tags
git,fast-export,--no-anonymize
git,fast-export,--no-data
git,fast-export,--no-export-marks
git,fast-export,--no-fake-missing-tagger
git,fast-export,--no-full-tree
git,fast-export,--no-import-marks
git,fast-export,--no-import-marks-if-exists
git,fast-export,--no-mark-tags
git,fast-export,--no-progress
git,fast-export,--no-reencode
git,fast-export,--no-reference-excluded-parents
git,fast-export,--no-refspec
git,fast-export,--no-show-original-ids
git,fast-export,--no-signed-commits
git,fast-export,--no-signed-tags
git,fast-export,--no-tag-of-filtered-object
git,fast-export,--no-use-done-feature
git,fast-export,--progress
git,fast-export,--reencode
git,fast-export,--reference-excluded-parents
git,fast-export,--refspec
git,fast-export,--show-original-ids
git,fast-export,--signed-commits
git,fast-export,--signed-tags
git,fast-export,--tag-of-filtered-object
git,fast-export,--use-done-feature
git,fast-import,-a
git,fast-import,--active-branches
git,fast-import,--allow-unsafe-features
git,fast-import,--big-file-threshold
git,fast-import,--cat-blob-fd
git,fast-import,-d
git,fast-import,--date-format
git,fast-import,--depth
git,fast-import,--done
git,fast-import,--export-marks
git,fast-import,--export-pack-edges
git,fast-import,--force
git,fast-import,--import-marks
git,fast-import,--import-marks-if-exists
git,fast-import,--max-pack-size
git,fast-import,--no-relative-marks
git,fast-import,--quiet
git,fast-import,--relative-marks
git,fast-import,--rewrite-submodules-from
git,fast-import,--rewrite-submodules-to
git,fast-import,--signed-commits
git,fast-import,--signed-tags
git,fast-import,--stats
git,fetch-pack,--all
git,fetch-pack,--check-self-contained-and-connected
git,fetch-pack,--deepen-relative
git,fetch-pack,--depth
git,fetch-pack,--diag-url
git,fetch-pack,--exec
git,fetch-pack,--include-tag
git,fetch-pack,-k
git,fetch-pack,--keep
git,fetch-pack,--no-progress
git,fetch-pack,-q
git,fetch-pack,--quiet
git,fetch-pack,--refetch
git,fetch-pack,--shallow-exclude
git,fetch-pack,--shallow-since
git,fetch-pack,--stdin
git,fetch-pack,--thin
git,fetch-pack,--upload-pack
git,fetch-pack,-v
git,fetch,--
git,fetch,-4
git,fetch,-6
git,fetch,-a
git,fetch,--all
git,fetch,--append
git,fetch,--atomic
git,fetch,--auto
git,fetch,--auto-gc
git,fetch,--auto-maintenance
git,fetch,--contains
git,fetch,--deepen
git,fetch,--depth
git,fetch,--dry-run
git,fetch,-f
git,fetch,--filter
git,fetch,--force
git,fetch,--ipv4
git,fetch,--ipv6
git,fetch,-j
git,fetch,--jobs
git,fetch,-k
git,fetch,--keep
git,fetch,--local
git,fetch,-m
git,fetch,--multiple
git,fetch,-n
git,fetch,--negotiate-only
git,fetch,--negotiation-tip
git,fetch,--no-all
git,fetch,--no-append
git,fetch,--no-atomic
git,fetch,--no-auto-gc
git,fetch,--no-auto-maintenance
